[00:01:10] OCR Snapshot: 6.9787 | USD/KZT: 459.80 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0382 | Diff: 0.84%
[19:55:16] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:149.40, Pre:N/A, Post:N/A) | Calculated: 6.8541 | Diff: 0.79%
[19:56:25] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.56%
[19:57:34] OCR Snapshot: 6.8511 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.28%
[19:58:43] OCR Snapshot: 6.8511 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.28%
[19:59:50] OCR Snapshot: N/A | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: N/A
[20:00:58] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:02:07] OCR Snapshot: 6.8255 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.62%
[20:03:23] OCR Snapshot: 6.8255 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.62%
[20:04:32] OCR Snapshot: 6.8255 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.62%
[20:05:40] OCR Snapshot: 6.8255 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.62%
[20:06:50] OCR Snapshot: 6.8255 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.62%
[20:07:58] OCR Snapshot: 6.8374 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.45%
[20:09:09] OCR Snapshot: 6.8374 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.45%
[20:10:18] OCR Snapshot: 6.8374 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.48%
[20:11:26] OCR Snapshot: 6.8374 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.48%
[20:12:34] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:13:42] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:14:52] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:16:00] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:17:08] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:18:18] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:19:26] OCR Snapshot: 6.8255 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.65%
[20:20:34] OCR Snapshot: 6.8255 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.62%
[20:21:47] OCR Snapshot: 6.8301 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.55%
[20:22:55] OCR Snapshot: 6.8301 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.55%
[20:24:03] OCR Snapshot: 6.8301 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.55%
[20:25:12] OCR Snapshot: 6.8200 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.70%
[20:26:20] OCR Snapshot: 6.8200 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.70%
[20:27:28] OCR Snapshot: 6.8109 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.83%
[20:28:36] OCR Snapshot: 6.8109 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.83%
[20:29:45] OCR Snapshot: 6.8109 | USD/KZT: 458.63 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8681 | Diff: 0.83%
[20:30:53] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:32:03] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:33:11] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:34:19] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:35:29] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:36:37] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:37:46] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:38:54] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:40:13] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:41:33] OCR Snapshot: 6.8109 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.86%
[20:42:41] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.73%
[20:43:49] OCR Snapshot: N/A | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: N/A
[20:44:57] OCR Snapshot: N/A | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: N/A
[20:46:06] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.73%
[20:47:15] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.73%
[20:48:23] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.73%
[20:49:32] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8702 | Diff: 0.73%
[20:50:41] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:51:49] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:52:58] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:54:07] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:55:15] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:56:25] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:57:33] OCR Snapshot: 6.8200 | USD/KZT: 458.65 | FRHC: (Live:149.75, Pre:N/A, Post:N/A) | Calculated: 6.8684 | Diff: 0.70%
[20:58:41] OCR Snapshot: 6.8099 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.02%
[20:59:50] OCR Snapshot: 6.8003 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.16%
[21:00:58] OCR Snapshot: 6.8072 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.06%
[21:02:06] OCR Snapshot: 6.8049 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.09%
[21:03:16] OCR Snapshot: 6.8086 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.04%
[21:04:24] OCR Snapshot: 6.8086 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.04%
[21:05:33] OCR Snapshot: 6.8086 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.04%
[21:06:41] OCR Snapshot: 6.8131 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.03%
[21:07:50] OCR Snapshot: 6.8131 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.03%
[21:08:59] OCR Snapshot: 6.8131 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.03%
[21:10:07] OCR Snapshot: 6.8131 | USD/KZT: 458.65 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8110 | Diff: 0.03%
[21:11:16] OCR Snapshot: 6.8104 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.00%
[21:12:25] OCR Snapshot: 6.8104 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.00%
[21:13:34] OCR Snapshot: 6.8104 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.00%
[21:14:43] OCR Snapshot: 6.8314 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.31%
[21:15:51] OCR Snapshot: 6.8314 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.31%
[21:17:00] OCR Snapshot: 6.8136 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.05%
[21:18:08] OCR Snapshot: 6.8136 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.05%
[21:19:17] OCR Snapshot: 6.8136 | USD/KZT: 458.60 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8101 | Diff: 0.05%
[21:20:15] OCR Snapshot: 6.8136 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.06%
[21:21:23] OCR Snapshot: 6.8136 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.06%
[21:22:32] OCR Snapshot: 6.8136 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.06%
[21:23:41] OCR Snapshot: 6.8136 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.06%
[21:24:50] OCR Snapshot: 6.8200 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.16%
[21:25:58] OCR Snapshot: 6.8200 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.16%
[21:27:07] OCR Snapshot: 6.8200 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.16%
[21:28:15] OCR Snapshot: 6.8200 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.16%
[21:29:25] OCR Snapshot: 6.8200 | USD/KZT: 458.55 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8094 | Diff: 0.16%
[21:30:35] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:31:43] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:32:51] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:34:04] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:35:13] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:36:22] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:37:32] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:38:42] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:39:52] OCR Snapshot: 6.8200 | USD/KZT: 458.50 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8088 | Diff: 0.16%
[21:41:53] OCR Snapshot: 6.8200 | USD/KZT: 458.73 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8121 | Diff: 0.12%
[21:43:12] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8128 | Diff: 0.11%
[21:44:22] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8128 | Diff: 0.11%
[21:46:56] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8128 | Diff: 0.11%
[21:48:05] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8128 | Diff: 0.11%
[21:49:15] OCR Snapshot: 6.8200 | USD/KZT: 458.77 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8128 | Diff: 0.11%
[21:50:29] OCR Snapshot: 6.8200 | USD/KZT: 458.57 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8098 | Diff: 0.15%
[21:51:43] OCR Snapshot: 6.8200 | USD/KZT: 458.57 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8098 | Diff: 0.15%
[21:54:11] OCR Snapshot: 6.8200 | USD/KZT: 458.20 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8043 | Diff: 0.23%
[21:55:21] OCR Snapshot: 6.8200 | USD/KZT: 458.57 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8098 | Diff: 0.15%
[21:56:31] OCR Snapshot: 6.8200 | USD/KZT: 458.57 | FRHC: (Live:148.50, Pre:N/A, Post:N/A) | Calculated: 6.8098 | Diff: 0.15%
[21:57:42] OCR Snapshot: 6.8346 | USD/KZT: 458.57 | FRHC: (Live:149.43, Pre:N/A, Post:N/A) | Calculated: 6.8525 | Diff: 0.26%
[21:58:54] OCR Snapshot: 6.8415 | USD/KZT: 458.57 | FRHC: (Live:149.43, Pre:N/A, Post:N/A) | Calculated: 6.8525 | Diff: 0.16%
[22:00:04] OCR Snapshot: 6.8415 | USD/KZT: 458.57 | FRHC: (Live:149.54, Pre:N/A, Post:N/A) | Calculated: 6.8575 | Diff: 0.23%
[22:01:14] OCR Snapshot: 6.8429 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.35%
[22:02:24] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:03:36] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:04:46] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:05:57] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:07:07] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:08:18] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:09:28] OCR Snapshot: 6.8456 | USD/KZT: 458.77 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8669 | Diff: 0.31%
[22:10:41] OCR Snapshot: 6.8456 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.27%
[22:11:54] OCR Snapshot: 6.8456 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.27%
[22:13:04] OCR Snapshot: 6.8456 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.27%
[22:14:14] OCR Snapshot: 6.8456 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.27%
[22:15:23] OCR Snapshot: 6.8456 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.27%
[22:16:32] OCR Snapshot: 6.8456 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.27%
[22:17:17] OCR Snapshot: 6.8470 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.25%
[22:18:25] OCR Snapshot: 6.8415 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.33%
[22:19:34] OCR Snapshot: 6.8415 | USD/KZT: 458.57 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8640 | Diff: 0.33%
[22:20:42] OCR Snapshot: 6.8415 | USD/KZT: 458.50 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8629 | Diff: 0.31%
[22:21:51] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:23:01] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:24:12] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:25:22] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:26:31] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:27:41] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:28:51] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:30:00] OCR Snapshot: 6.8575 | USD/KZT: 458.50 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8739 | Diff: 0.24%
[22:31:10] OCR Snapshot: 6.8575 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.27%
[22:32:18] OCR Snapshot: 6.8575 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.27%
[22:33:29] OCR Snapshot: 6.8543 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.32%
[22:34:39] OCR Snapshot: 6.8552 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.30%
[22:35:50] OCR Snapshot: 6.8552 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.30%
[22:37:01] OCR Snapshot: 6.8552 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.30%
[22:38:11] OCR Snapshot: 6.8552 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.30%
[22:39:20] OCR Snapshot: 6.8552 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.30%
[22:40:31] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:41:41] OCR Snapshot: 6.8552 | USD/KZT: 458.73 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8773 | Diff: 0.32%
[22:42:50] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:44:01] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:45:18] OCR Snapshot: 6.8552 | USD/KZT: 458.73 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8773 | Diff: 0.32%
[22:45:37] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:46:17] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:46:57] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:47:37] OCR Snapshot: 6.8552 | USD/KZT: 458.73 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8773 | Diff: 0.32%
[22:48:17] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:48:57] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:49:36] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:50:15] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:50:54] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:51:32] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:52:12] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:52:51] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:53:31] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:54:11] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:54:53] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
